"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1960",88.452975,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1961",91.890271,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1962",95.013703,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1963",100.648641,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1964",105.98825,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1965",111.966478,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1966",116.622786,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1967",123.211719,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1968",130.180857,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1969",136.437256,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1970",141.63672,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1971",143.364803,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1972",148.422047,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1973",157.734249,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1974",172.549574,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1975",179.467397,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1976",181.886685,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1977",195.919366,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1978",191.090637,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1979",197.378887,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1980",206.729609,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1981",207.361561,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1982",213.666649,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1983",201.759512,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1984",208.045087,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1985",220.128059,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1986",221.505411,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1987",231.814091,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1988",240.802247,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1989",254.272935,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1990",259.697211,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1991",261.037229,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1992",265.056312,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1993",268.97012,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1994",274.914397,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1995",285.324094,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1996",295.801549,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1997",303.09665,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1998",323.746128,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1999",328.805245,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2000",334.645123,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2001",340.982482,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2002",348.962582,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2003",347.969551,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2004",361.328033,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2005",365.515118,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2006",370.839121,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2007",381.067827,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2008",384.311003,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2009",391.081821,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2010",383.618673,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2011",382.107665,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2012",381.713911,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2013",375.785446,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2014",367.025776,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2015",373.846773,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2016",381.878629,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2017",384.583857,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2018",382.872279,
"AUS","AIREMISSION","CO","THND_TONNE","A","1990",5728.694,
"AUS","AIREMISSION","CO","THND_TONNE","A","1991",5747.341,
"AUS","AIREMISSION","CO","THND_TONNE","A","1992",5896.647,
"AUS","AIREMISSION","CO","THND_TONNE","A","1993",6120.783,
"AUS","AIREMISSION","CO","THND_TONNE","A","1994",6263.02,
"AUS","AIREMISSION","CO","THND_TONNE","A","1995",6107.932,
"AUS","AIREMISSION","CO","THND_TONNE","A","1996",6281.933,
"AUS","AIREMISSION","CO","THND_TONNE","A","1997",6297.571,
"AUS","AIREMISSION","CO","THND_TONNE","A","1998",5941.256,
"AUS","AIREMISSION","CO","THND_TONNE","A","1999",5803.956,
"AUS","AIREMISSION","CO","THND_TONNE","A","2000",5387.039,
"AUS","AIREMISSION","CO","THND_TONNE","A","2001",5122.247,
"AUS","AIREMISSION","CO","THND_TONNE","A","2002",4986.425,
"AUS","AIREMISSION","CO","THND_TONNE","A","2003",4499.398,
"AUS","AIREMISSION","CO","THND_TONNE","A","2004",4593.283,
"AUS","AIREMISSION","CO","THND_TONNE","A","2005",3973.088,
"AUS","AIREMISSION","CO","THND_TONNE","A","2006",3943.641,
"AUS","AIREMISSION","CO","THND_TONNE","A","2007",3380.471,
"AUS","AIREMISSION","CO","THND_TONNE","A","2008",3224.789,
"AUS","AIREMISSION","CO","THND_TONNE","A","2009",3153.882,
"AUS","AIREMISSION","CO","THND_TONNE","A","2010",2989.385,
"AUS","AIREMISSION","CO","THND_TONNE","A","2011",2924.24,
"AUS","AIREMISSION","CO","THND_TONNE","A","2012",2901.892,
"AUS","AIREMISSION","CO","THND_TONNE","A","2013",2837.411,
"AUS","AIREMISSION","CO","THND_TONNE","A","2014",2768.644,
"AUS","AIREMISSION","CO","THND_TONNE","A","2015",2717.413,
"AUS","AIREMISSION","CO","THND_TONNE","A","2016",2643.045,
"AUS","AIREMISSION","CO","THND_TONNE","A","2017",2813.83,
"AUS","AIREMISSION","CO","THND_TONNE","A","2018",2615.603,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1990",1620.789,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1991",1596.158,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1992",1642.039,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1993",1684.866,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1994",1686.933,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1995",1693.481,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1996",1745.084,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1997",1798.398,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1998",1835.625,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1999",1867.468,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2000",1875.884,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2001",1959.999,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2002",2040.065,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2003",2121.247,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2004",2174.58,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2005",2194.339,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2006",2204.692,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2007",2213.553,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2008",2265.981,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2009",2250.312,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2010",2340.341,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2011",2267.93,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2012",2438.466,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2013",2506.79,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2014",2527.125,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2015",2531.842,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2016",2588.303,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2017",2662.484,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2018",2721.852,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1990",1585.754,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1991",1570.777,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1992",1652.946,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1993",1743.161,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1994",1764.906,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1995",1674.096,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1996",1762.206,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1997",1818.189,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1998",1743.772,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1999",1832.656,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2000",2343.287,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2001",2585.104,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2002",2775.525,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2003",2775.016,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2004",2512.628,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2005",2520.313,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2006",2482.62,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2007",2444.424,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2008",2511.922,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2009",2598.009,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2010",2378.201,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2011",2507.104,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2012",2518.189,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2013",2414.337,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2014",2499.946,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2015",2384.647,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2016",2465.532,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2017",2286.536,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2018",2121.028,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1990",1386.653,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1991",1372.79,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1992",1375.129,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1993",1391.911,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1994",1403.488,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1995",1388.499,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1996",1363.763,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1997",1361.799,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1998",1340.254,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1999",1305.313,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2000",1272.924,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2001",1255.292,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2002",1277.762,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2003",1253.51,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2004",1261.87,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2005",1240.807,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2006",1250.037,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2007",1224.33,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2008",1224.961,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2009",1237.599,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2010",1241.04,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2011",1240.723,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2012",1251.067,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2013",1269.198,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2014",1303.096,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2015",1316.034,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2016",1313.08,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2017",1338.533,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2018",1321.626,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1960",8.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1961",8.6,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1962",8.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1963",9.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1964",9.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1965",9.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1966",10,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1967",10.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1968",10.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1969",11,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1970",11.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1971",10.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1972",11.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1973",11.6,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1974",12.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1975",12.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1976",12.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1977",13.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1978",13.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1979",13.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1980",14,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1981",13.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1982",14.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1983",13.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1984",13.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1985",13.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1986",13.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1987",14.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1988",14.6,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1989",15.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1990",15,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1991",14.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1992",15,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1993",15.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1994",15.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1995",15.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1996",16.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1997",16.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1998",17.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1999",17.3,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2000",17.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2001",17.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2002",17.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2003",17.5,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2004",17.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2005",17.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2006",17.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2007",17.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2008",17.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2009",17.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2010",17.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2011",17.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2012",16.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2013",16.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2014",15.6,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2015",15.7,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2016",15.8,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2017",15.6,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2018",15.3,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1990",25.058,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1991",24.784,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1992",24.722,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1993",24.462,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1994",24.196,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1995",24.399,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1996",24.557,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1997",24.954,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1998",25.428,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1999",25.452,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2000",25.768,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2001",25.892,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2002",25.813,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2003",25.596,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2004",26.173,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2005",26.078,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2006",25.859,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2007",25.668,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2008",25.345,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2009",25.024,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2010",24.4,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2011",24.071,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2012",23.783,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2013",23.006,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2014",22.478,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2015",22.506,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2016",22.622,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2017",22.641,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2018",22.413,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1990",424998.381,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1991",426015.21,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1992",430216.38,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1993",430612.556,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1994",430653.332,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1995",439004.901,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1996",446681.85,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1997",458841.602,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1998",472629.669,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1999",478199.841,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2000",489373.842,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2001",496982.31,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2002",500807.889,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2003",502301.775,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2004",520315.182,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2005",526206.973,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2006",530787.988,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2007",536888.602,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2008",540669,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2009",544285.462,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2010",540571.41,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2011",542511.918,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2012",544732.756,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2013",535006.814,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2014",530411.018,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2015",538618.776,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2016",548862.546,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2017",556612.265,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2018",558047.22,
"AUS","AIREMISSION","CO","KG_CAP","A","1990",337.765,
"AUS","AIREMISSION","CO","KG_CAP","A","1991",334.357,
"AUS","AIREMISSION","CO","KG_CAP","A","1992",338.845,
"AUS","AIREMISSION","CO","KG_CAP","A","1993",347.708,
"AUS","AIREMISSION","CO","KG_CAP","A","1994",351.884,
"AUS","AIREMISSION","CO","KG_CAP","A","1995",339.46,
"AUS","AIREMISSION","CO","KG_CAP","A","1996",345.365,
"AUS","AIREMISSION","CO","KG_CAP","A","1997",342.497,
"AUS","AIREMISSION","CO","KG_CAP","A","1998",319.645,
"AUS","AIREMISSION","CO","KG_CAP","A","1999",308.915,
"AUS","AIREMISSION","CO","KG_CAP","A","2000",283.656,
"AUS","AIREMISSION","CO","KG_CAP","A","2001",266.858,
"AUS","AIREMISSION","CO","KG_CAP","A","2002",257.014,
"AUS","AIREMISSION","CO","KG_CAP","A","2003",229.278,
"AUS","AIREMISSION","CO","KG_CAP","A","2004",231.055,
"AUS","AIREMISSION","CO","KG_CAP","A","2005",196.897,
"AUS","AIREMISSION","CO","KG_CAP","A","2006",192.126,
"AUS","AIREMISSION","CO","KG_CAP","A","2007",161.619,
"AUS","AIREMISSION","CO","KG_CAP","A","2008",151.169,
"AUS","AIREMISSION","CO","KG_CAP","A","2009",145,
"AUS","AIREMISSION","CO","KG_CAP","A","2010",134.932,
"AUS","AIREMISSION","CO","KG_CAP","A","2011",129.747,
"AUS","AIREMISSION","CO","KG_CAP","A","2012",126.698,
"AUS","AIREMISSION","CO","KG_CAP","A","2013",122.013,
"AUS","AIREMISSION","CO","KG_CAP","A","2014",117.333,
"AUS","AIREMISSION","CO","KG_CAP","A","2015",113.545,
"AUS","AIREMISSION","CO","KG_CAP","A","2016",108.934,
"AUS","AIREMISSION","CO","KG_CAP","A","2017",114.455,
"AUS","AIREMISSION","CO","KG_CAP","A","2018",105.052,
"AUS","AIREMISSION","NOX","KG_CAP","A","1990",95.562,
"AUS","AIREMISSION","NOX","KG_CAP","A","1991",92.858,
"AUS","AIREMISSION","NOX","KG_CAP","A","1992",94.358,
"AUS","AIREMISSION","NOX","KG_CAP","A","1993",95.714,
"AUS","AIREMISSION","NOX","KG_CAP","A","1994",94.779,
"AUS","AIREMISSION","NOX","KG_CAP","A","1995",94.118,
"AUS","AIREMISSION","NOX","KG_CAP","A","1996",95.94,
"AUS","AIREMISSION","NOX","KG_CAP","A","1997",97.807,
"AUS","AIREMISSION","NOX","KG_CAP","A","1998",98.758,
"AUS","AIREMISSION","NOX","KG_CAP","A","1999",99.396,
"AUS","AIREMISSION","NOX","KG_CAP","A","2000",98.775,
"AUS","AIREMISSION","NOX","KG_CAP","A","2001",102.112,
"AUS","AIREMISSION","NOX","KG_CAP","A","2002",105.151,
"AUS","AIREMISSION","NOX","KG_CAP","A","2003",108.094,
"AUS","AIREMISSION","NOX","KG_CAP","A","2004",109.387,
"AUS","AIREMISSION","NOX","KG_CAP","A","2005",108.746,
"AUS","AIREMISSION","NOX","KG_CAP","A","2006",107.408,
"AUS","AIREMISSION","NOX","KG_CAP","A","2007",105.829,
"AUS","AIREMISSION","NOX","KG_CAP","A","2008",106.223,
"AUS","AIREMISSION","NOX","KG_CAP","A","2009",103.459,
"AUS","AIREMISSION","NOX","KG_CAP","A","2010",105.636,
"AUS","AIREMISSION","NOX","KG_CAP","A","2011",100.627,
"AUS","AIREMISSION","NOX","KG_CAP","A","2012",106.465,
"AUS","AIREMISSION","NOX","KG_CAP","A","2013",107.796,
"AUS","AIREMISSION","NOX","KG_CAP","A","2014",107.098,
"AUS","AIREMISSION","NOX","KG_CAP","A","2015",105.791,
"AUS","AIREMISSION","NOX","KG_CAP","A","2016",106.678,
"AUS","AIREMISSION","NOX","KG_CAP","A","2017",108.299,
"AUS","AIREMISSION","NOX","KG_CAP","A","2018",109.319,
"AUS","AIREMISSION","SOX","KG_CAP","A","1990",93.496,
"AUS","AIREMISSION","SOX","KG_CAP","A","1991",91.381,
"AUS","AIREMISSION","SOX","KG_CAP","A","1992",94.985,
"AUS","AIREMISSION","SOX","KG_CAP","A","1993",99.025,
"AUS","AIREMISSION","SOX","KG_CAP","A","1994",99.16,
"AUS","AIREMISSION","SOX","KG_CAP","A","1995",93.041,
"AUS","AIREMISSION","SOX","KG_CAP","A","1996",96.882,
"AUS","AIREMISSION","SOX","KG_CAP","A","1997",98.883,
"AUS","AIREMISSION","SOX","KG_CAP","A","1998",93.817,
"AUS","AIREMISSION","SOX","KG_CAP","A","1999",97.543,
"AUS","AIREMISSION","SOX","KG_CAP","A","2000",123.387,
"AUS","AIREMISSION","SOX","KG_CAP","A","2001",134.678,
"AUS","AIREMISSION","SOX","KG_CAP","A","2002",143.058,
"AUS","AIREMISSION","SOX","KG_CAP","A","2003",141.408,
"AUS","AIREMISSION","SOX","KG_CAP","A","2004",126.392,
"AUS","AIREMISSION","SOX","KG_CAP","A","2005",124.901,
"AUS","AIREMISSION","SOX","KG_CAP","A","2006",120.948,
"AUS","AIREMISSION","SOX","KG_CAP","A","2007",116.867,
"AUS","AIREMISSION","SOX","KG_CAP","A","2008",117.752,
"AUS","AIREMISSION","SOX","KG_CAP","A","2009",119.444,
"AUS","AIREMISSION","SOX","KG_CAP","A","2010",107.345,
"AUS","AIREMISSION","SOX","KG_CAP","A","2011",111.239,
"AUS","AIREMISSION","SOX","KG_CAP","A","2012",109.946,
"AUS","AIREMISSION","SOX","KG_CAP","A","2013",103.821,
"AUS","AIREMISSION","SOX","KG_CAP","A","2014",105.946,
"AUS","AIREMISSION","SOX","KG_CAP","A","2015",99.641,
"AUS","AIREMISSION","SOX","KG_CAP","A","2016",101.618,
"AUS","AIREMISSION","SOX","KG_CAP","A","2017",93.007,
"AUS","AIREMISSION","SOX","KG_CAP","A","2018",85.188,
"AUS","AIREMISSION","VOC","KG_CAP","A","1990",81.757,
"AUS","AIREMISSION","VOC","KG_CAP","A","1991",79.863,
"AUS","AIREMISSION","VOC","KG_CAP","A","1992",79.021,
"AUS","AIREMISSION","VOC","KG_CAP","A","1993",79.071,
"AUS","AIREMISSION","VOC","KG_CAP","A","1994",78.854,
"AUS","AIREMISSION","VOC","KG_CAP","A","1995",77.169,
"AUS","AIREMISSION","VOC","KG_CAP","A","1996",74.976,
"AUS","AIREMISSION","VOC","KG_CAP","A","1997",74.062,
"AUS","AIREMISSION","VOC","KG_CAP","A","1998",72.107,
"AUS","AIREMISSION","VOC","KG_CAP","A","1999",69.475,
"AUS","AIREMISSION","VOC","KG_CAP","A","2000",67.026,
"AUS","AIREMISSION","VOC","KG_CAP","A","2001",65.398,
