"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","YNGPOP","TOT","PC_POP","A","1975",23.232,
"AUT","YNGPOP","TOT","PC_POP","A","1976",22.749,
"AUT","YNGPOP","TOT","PC_POP","A","1977",22.173,
"AUT","YNGPOP","TOT","PC_POP","A","1978",21.565,
"AUT","YNGPOP","TOT","PC_POP","A","1979",20.956,
"AUT","YNGPOP","TOT","PC_POP","A","1980",20.417,
"AUT","YNGPOP","TOT","PC_POP","A","1981",19.972,
"AUT","YNGPOP","TOT","PC_POP","A","1982",19.545,
"AUT","YNGPOP","TOT","PC_POP","A","1983",19.089,
"AUT","YNGPOP","TOT","PC_POP","A","1984",18.651,
"AUT","YNGPOP","TOT","PC_POP","A","1985",18.292,
"AUT","YNGPOP","TOT","PC_POP","A","1986",18.003,
"AUT","YNGPOP","TOT","PC_POP","A","1987",17.775,
"AUT","YNGPOP","TOT","PC_POP","A","1988",17.639,
"AUT","YNGPOP","TOT","PC_POP","A","1989",17.564,
"AUT","YNGPOP","TOT","PC_POP","A","1990",17.524,
"AUT","YNGPOP","TOT","PC_POP","A","1991",17.573,
"AUT","YNGPOP","TOT","PC_POP","A","1992",17.691,
"AUT","YNGPOP","TOT","PC_POP","A","1993",17.786,
"AUT","YNGPOP","TOT","PC_POP","A","1994",17.829,
"AUT","YNGPOP","TOT","PC_POP","A","1995",17.813,
"AUT","YNGPOP","TOT","PC_POP","A","1996",17.726,
"AUT","YNGPOP","TOT","PC_POP","A","1997",17.576,
"AUT","YNGPOP","TOT","PC_POP","A","1998",17.406,
"AUT","YNGPOP","TOT","PC_POP","A","1999",17.234,
"AUT","YNGPOP","TOT","PC_POP","A","2000",17.044,
"AUT","YNGPOP","TOT","PC_POP","A","2001",16.817,
"AUT","YNGPOP","TOT","PC_POP","A","2002",16.617,
"AUT","YNGPOP","TOT","PC_POP","A","2003",16.433,
"AUT","YNGPOP","TOT","PC_POP","A","2004",16.234,
"AUT","YNGPOP","TOT","PC_POP","A","2005",16.021,
"AUT","YNGPOP","TOT","PC_POP","A","2006",15.774,
"AUT","YNGPOP","TOT","PC_POP","A","2007",15.508,
"AUT","YNGPOP","TOT","PC_POP","A","2008",15.252,
"AUT","YNGPOP","TOT","PC_POP","A","2009",15.017,
"AUT","YNGPOP","TOT","PC_POP","A","2010",14.822,
"AUT","YNGPOP","TOT","PC_POP","A","2011",14.653,
"AUT","YNGPOP","TOT","PC_POP","A","2012",14.486,
"AUT","YNGPOP","TOT","PC_POP","A","2013",14.37,
"AUT","YNGPOP","TOT","PC_POP","A","2014",14.3,
"AUT","YNGPOP","TOT","PC_POP","A","2015",14.284,
"AUT","YNGPOP","TOT","PC_POP","A","2016",14.362,
"AUT","YNGPOP","TOT","PC_POP","A","2017",14.418,
"AUT","YNGPOP","TOT","PC_POP","A","2018",14.431,
"BEL","YNGPOP","TOT","PC_POP","A","1970",23.591,
"BEL","YNGPOP","TOT","PC_POP","A","1971",23.463,
"BEL","YNGPOP","TOT","PC_POP","A","1972",23.242,
"BEL","YNGPOP","TOT","PC_POP","A","1973",22.968,
"BEL","YNGPOP","TOT","PC_POP","A","1974",22.623,
"BEL","YNGPOP","TOT","PC_POP","A","1975",22.214,
"BEL","YNGPOP","TOT","PC_POP","A","1976",21.796,
"BEL","YNGPOP","TOT","PC_POP","A","1977",21.372,
"BEL","YNGPOP","TOT","PC_POP","A","1978",20.941,
"BEL","YNGPOP","TOT","PC_POP","A","1979",20.501,
"BEL","YNGPOP","TOT","PC_POP","A","1980",20.106,
"BEL","YNGPOP","TOT","PC_POP","A","1981",19.844,
"BEL","YNGPOP","TOT","PC_POP","A","1982",19.603,
"BEL","YNGPOP","TOT","PC_POP","A","1983",19.352,
"BEL","YNGPOP","TOT","PC_POP","A","1984",19.077,
"BEL","YNGPOP","TOT","PC_POP","A","1985",18.752,
"BEL","YNGPOP","TOT","PC_POP","A","1986",18.483,
"BEL","YNGPOP","TOT","PC_POP","A","1987",18.305,
"BEL","YNGPOP","TOT","PC_POP","A","1988",18.194,
"BEL","YNGPOP","TOT","PC_POP","A","1989",18.122,
"BEL","YNGPOP","TOT","PC_POP","A","1990",18.121,
"BEL","YNGPOP","TOT","PC_POP","A","1991",18.155,
"BEL","YNGPOP","TOT","PC_POP","A","1992",18.171,
"BEL","YNGPOP","TOT","PC_POP","A","1993",18.148,
"BEL","YNGPOP","TOT","PC_POP","A","1994",18.079,
"BEL","YNGPOP","TOT","PC_POP","A","1995",17.973,
"BEL","YNGPOP","TOT","PC_POP","A","1996",17.861,
"BEL","YNGPOP","TOT","PC_POP","A","1997",17.771,
"BEL","YNGPOP","TOT","PC_POP","A","1998",17.703,
"BEL","YNGPOP","TOT","PC_POP","A","1999",17.651,
"BEL","YNGPOP","TOT","PC_POP","A","2000",17.607,
"BEL","YNGPOP","TOT","PC_POP","A","2001",17.549,
"BEL","YNGPOP","TOT","PC_POP","A","2002",17.459,
"BEL","YNGPOP","TOT","PC_POP","A","2003",17.348,
"BEL","YNGPOP","TOT","PC_POP","A","2004",17.236,
"BEL","YNGPOP","TOT","PC_POP","A","2005",17.135,
"BEL","YNGPOP","TOT","PC_POP","A","2006",17.036,
"BEL","YNGPOP","TOT","PC_POP","A","2007",16.932,
"BEL","YNGPOP","TOT","PC_POP","A","2008",16.878,
"BEL","YNGPOP","TOT","PC_POP","A","2009",16.89,
"BEL","YNGPOP","TOT","PC_POP","A","2010",16.928,
"BEL","YNGPOP","TOT","PC_POP","A","2011",16.964,
"BEL","YNGPOP","TOT","PC_POP","A","2012",16.978,
"BEL","YNGPOP","TOT","PC_POP","A","2013",16.985,
"BEL","YNGPOP","TOT","PC_POP","A","2014",16.989,
"BEL","YNGPOP","TOT","PC_POP","A","2015",16.979,
"BEL","YNGPOP","TOT","PC_POP","A","2016",16.964,
"BEL","YNGPOP","TOT","PC_POP","A","2017",16.953,
"BEL","YNGPOP","TOT","PC_POP","A","2018",16.928,
"CAN","YNGPOP","TOT","PC_POP","A","1970",29.971,
"CAN","YNGPOP","TOT","PC_POP","A","1971",29.293,
"CAN","YNGPOP","TOT","PC_POP","A","1972",28.53,
"CAN","YNGPOP","TOT","PC_POP","A","1973",27.741,
"CAN","YNGPOP","TOT","PC_POP","A","1974",26.935,
"CAN","YNGPOP","TOT","PC_POP","A","1975",26.184,
"CAN","YNGPOP","TOT","PC_POP","A","1976",25.419,
"CAN","YNGPOP","TOT","PC_POP","A","1977",24.724,
"CAN","YNGPOP","TOT","PC_POP","A","1978",24.012,
"CAN","YNGPOP","TOT","PC_POP","A","1979",23.327,
"CAN","YNGPOP","TOT","PC_POP","A","1980",22.732,
"CAN","YNGPOP","TOT","PC_POP","A","1981",22.291,
"CAN","YNGPOP","TOT","PC_POP","A","1982",21.999,
"CAN","YNGPOP","TOT","PC_POP","A","1983",21.773,
"CAN","YNGPOP","TOT","PC_POP","A","1984",21.551,
"CAN","YNGPOP","TOT","PC_POP","A","1985",21.301,
"CAN","YNGPOP","TOT","PC_POP","A","1986",21.017,
"CAN","YNGPOP","TOT","PC_POP","A","1987",20.892,
"CAN","YNGPOP","TOT","PC_POP","A","1988",20.808,
"CAN","YNGPOP","TOT","PC_POP","A","1989",20.731,
"CAN","YNGPOP","TOT","PC_POP","A","1990",20.692,
"CAN","YNGPOP","TOT","PC_POP","A","1991",20.671,
"CAN","YNGPOP","TOT","PC_POP","A","1992",20.698,
"CAN","YNGPOP","TOT","PC_POP","A","1993",20.659,
"CAN","YNGPOP","TOT","PC_POP","A","1994",20.555,
"CAN","YNGPOP","TOT","PC_POP","A","1995",20.389,
"CAN","YNGPOP","TOT","PC_POP","A","1996",20.215,
"CAN","YNGPOP","TOT","PC_POP","A","1997",19.989,
"CAN","YNGPOP","TOT","PC_POP","A","1998",19.759,
"CAN","YNGPOP","TOT","PC_POP","A","1999",19.47,
"CAN","YNGPOP","TOT","PC_POP","A","2000",19.173,
"CAN","YNGPOP","TOT","PC_POP","A","2001",18.862,
"CAN","YNGPOP","TOT","PC_POP","A","2002",18.58,
"CAN","YNGPOP","TOT","PC_POP","A","2003",18.304,
"CAN","YNGPOP","TOT","PC_POP","A","2004",18.008,
"CAN","YNGPOP","TOT","PC_POP","A","2005",17.67,
"CAN","YNGPOP","TOT","PC_POP","A","2006",17.341,
"CAN","YNGPOP","TOT","PC_POP","A","2007",17.092,
"CAN","YNGPOP","TOT","PC_POP","A","2008",16.893,
"CAN","YNGPOP","TOT","PC_POP","A","2009",16.712,
"CAN","YNGPOP","TOT","PC_POP","A","2010",16.533,
"CAN","YNGPOP","TOT","PC_POP","A","2011",16.392,
"CAN","YNGPOP","TOT","PC_POP","A","2012",16.305,
"CAN","YNGPOP","TOT","PC_POP","A","2013",16.259,
"CAN","YNGPOP","TOT","PC_POP","A","2014",16.231,
"CAN","YNGPOP","TOT","PC_POP","A","2015",16.228,
"CAN","YNGPOP","TOT","PC_POP","A","2016",16.245,
"CAN","YNGPOP","TOT","PC_POP","A","2017",16.183,
"CAN","YNGPOP","TOT","PC_POP","A","2018",16.117,
"CZE","YNGPOP","TOT","PC_POP","A","1970",21.267,
"CZE","YNGPOP","TOT","PC_POP","A","1971",21.154,
"CZE","YNGPOP","TOT","PC_POP","A","1972",21.088,
"CZE","YNGPOP","TOT","PC_POP","A","1973",21.227,
"CZE","YNGPOP","TOT","PC_POP","A","1974",21.612,
"CZE","YNGPOP","TOT","PC_POP","A","1975",22.083,
"CZE","YNGPOP","TOT","PC_POP","A","1976",22.522,
"CZE","YNGPOP","TOT","PC_POP","A","1977",22.896,
"CZE","YNGPOP","TOT","PC_POP","A","1978",23.157,
"CZE","YNGPOP","TOT","PC_POP","A","1979",23.288,
"CZE","YNGPOP","TOT","PC_POP","A","1980",23.352,
"CZE","YNGPOP","TOT","PC_POP","A","1981",23.459,
"CZE","YNGPOP","TOT","PC_POP","A","1982",23.485,
"CZE","YNGPOP","TOT","PC_POP","A","1983",23.501,
"CZE","YNGPOP","TOT","PC_POP","A","1984",23.472,
"CZE","YNGPOP","TOT","PC_POP","A","1985",23.384,
"CZE","YNGPOP","TOT","PC_POP","A","1986",23.232,
"CZE","YNGPOP","TOT","PC_POP","A","1987",22.98,
"CZE","YNGPOP","TOT","PC_POP","A","1988",22.59,
"CZE","YNGPOP","TOT","PC_POP","A","1989",22.049,
"CZE","YNGPOP","TOT","PC_POP","A","1990",21.454,
"CZE","YNGPOP","TOT","PC_POP","A","1991",20.836,
"CZE","YNGPOP","TOT","PC_POP","A","1992",20.276,
"CZE","YNGPOP","TOT","PC_POP","A","1993",19.717,
"CZE","YNGPOP","TOT","PC_POP","A","1994",19.146,
"CZE","YNGPOP","TOT","PC_POP","A","1995",18.596,
"CZE","YNGPOP","TOT","PC_POP","A","1996",18.104,
"CZE","YNGPOP","TOT","PC_POP","A","1997",17.647,
"CZE","YNGPOP","TOT","PC_POP","A","1998",17.221,
"CZE","YNGPOP","TOT","PC_POP","A","1999",16.811,
"CZE","YNGPOP","TOT","PC_POP","A","2000",16.407,
"CZE","YNGPOP","TOT","PC_POP","A","2001",16.068,
"CZE","YNGPOP","TOT","PC_POP","A","2002",15.734,
"CZE","YNGPOP","TOT","PC_POP","A","2003",15.402,
"CZE","YNGPOP","TOT","PC_POP","A","2004",15.081,
"CZE","YNGPOP","TOT","PC_POP","A","2005",14.794,
"CZE","YNGPOP","TOT","PC_POP","A","2006",14.515,
"CZE","YNGPOP","TOT","PC_POP","A","2007",14.304,
"CZE","YNGPOP","TOT","PC_POP","A","2008",14.187,
"CZE","YNGPOP","TOT","PC_POP","A","2009",14.183,
"CZE","YNGPOP","TOT","PC_POP","A","2010",14.32,
"CZE","YNGPOP","TOT","PC_POP","A","2011",14.594,
"CZE","YNGPOP","TOT","PC_POP","A","2012",14.756,
"CZE","YNGPOP","TOT","PC_POP","A","2013",14.924,
"CZE","YNGPOP","TOT","PC_POP","A","2014",15.1,
"CZE","YNGPOP","TOT","PC_POP","A","2015",15.292,
"CZE","YNGPOP","TOT","PC_POP","A","2016",15.478,
"CZE","YNGPOP","TOT","PC_POP","A","2017",15.663,
"CZE","YNGPOP","TOT","PC_POP","A","2018",15.825,
"DNK","YNGPOP","TOT","PC_POP","A","1970",23.293,
"DNK","YNGPOP","TOT","PC_POP","A","1971",23.112,
"DNK","YNGPOP","TOT","PC_POP","A","1972",23.011,
"DNK","YNGPOP","TOT","PC_POP","A","1973",22.881,
"DNK","YNGPOP","TOT","PC_POP","A","1974",22.735,
"DNK","YNGPOP","TOT","PC_POP","A","1975",22.598,
"DNK","YNGPOP","TOT","PC_POP","A","1976",22.412,
"DNK","YNGPOP","TOT","PC_POP","A","1977",22.133,
"DNK","YNGPOP","TOT","PC_POP","A","1978",21.769,
"DNK","YNGPOP","TOT","PC_POP","A","1979",21.34,
"DNK","YNGPOP","TOT","PC_POP","A","1980",20.85,
"DNK","YNGPOP","TOT","PC_POP","A","1981",20.259,
"DNK","YNGPOP","TOT","PC_POP","A","1982",19.663,
"DNK","YNGPOP","TOT","PC_POP","A","1983",19.178,
"DNK","YNGPOP","TOT","PC_POP","A","1984",18.782,
"DNK","YNGPOP","TOT","PC_POP","A","1985",18.439,
"DNK","YNGPOP","TOT","PC_POP","A","1986",18.095,
"DNK","YNGPOP","TOT","PC_POP","A","1987",17.742,
"DNK","YNGPOP","TOT","PC_POP","A","1988",17.454,
"DNK","YNGPOP","TOT","PC_POP","A","1989",17.241,
"DNK","YNGPOP","TOT","PC_POP","A","1990",17.061,
"DNK","YNGPOP","TOT","PC_POP","A","1991",16.962,
"DNK","YNGPOP","TOT","PC_POP","A","1992",16.993,
"DNK","YNGPOP","TOT","PC_POP","A","1993",17.052,
"DNK","YNGPOP","TOT","PC_POP","A","1994",17.163,
"DNK","YNGPOP","TOT","PC_POP","A","1995",17.357,
"DNK","YNGPOP","TOT","PC_POP","A","1996",17.626,
"DNK","YNGPOP","TOT","PC_POP","A","1997",17.867,
"DNK","YNGPOP","TOT","PC_POP","A","1998",18.09,
"DNK","YNGPOP","TOT","PC_POP","A","1999",18.31,
"DNK","YNGPOP","TOT","PC_POP","A","2000",18.5,
"DNK","YNGPOP","TOT","PC_POP","A","2001",18.658,
"DNK","YNGPOP","TOT","PC_POP","A","2002",18.768,
"DNK","YNGPOP","TOT","PC_POP","A","2003",18.825,
"DNK","YNGPOP","TOT","PC_POP","A","2004",18.832,
"DNK","YNGPOP","TOT","PC_POP","A","2005",18.772,
"DNK","YNGPOP","TOT","PC_POP","A","2006",18.658,
"DNK","YNGPOP","TOT","PC_POP","A","2007",18.524,
"DNK","YNGPOP","TOT","PC_POP","A","2008",18.364,
"DNK","YNGPOP","TOT","PC_POP","A","2009",18.202,
"DNK","YNGPOP","TOT","PC_POP","A","2010",18.001,
"DNK","YNGPOP","TOT","PC_POP","A","2011",17.799,
"DNK","YNGPOP","TOT","PC_POP","A","2012",17.559,
"DNK","YNGPOP","TOT","PC_POP","A","2013",17.353,
"DNK","YNGPOP","TOT","PC_POP","A","2014",17.1,
"DNK","YNGPOP","TOT","PC_POP","A","2015",16.899,
"DNK","YNGPOP","TOT","PC_POP","A","2016",16.766,
"DNK","YNGPOP","TOT","PC_POP","A","2017",16.671,
"DNK","YNGPOP","TOT","PC_POP","A","2018",16.572,
"FIN","YNGPOP","TOT","PC_POP","A","1970",24.619,
"FIN","YNGPOP","TOT","PC_POP","A","1971",24.008,
"FIN","YNGPOP","TOT","PC_POP","A","1972",23.405,
"FIN","YNGPOP","TOT","PC_POP","A","1973",22.867,
"FIN","YNGPOP","TOT","PC_POP","A","1974",22.405,
"FIN","YNGPOP","TOT","PC_POP","A","1975",22.012,
"FIN","YNGPOP","TOT","PC_POP","A","1976",21.665,
"FIN","YNGPOP","TOT","PC_POP","A","1977",21.337,
"FIN","YNGPOP","TOT","PC_POP","A","1978",20.989,
"FIN","YNGPOP","TOT","PC_POP","A","1979",20.629,
"FIN","YNGPOP","TOT","PC_POP","A","1980",20.308,
"FIN","YNGPOP","TOT","PC_POP","A","1981",20.021,
"FIN","YNGPOP","TOT","PC_POP","A","1982",19.773,
"FIN","YNGPOP","TOT","PC_POP","A","1983",19.589,
"FIN","YNGPOP","TOT","PC_POP","A","1984",19.479,
"FIN","YNGPOP","TOT","PC_POP","A","1985",19.41,
"FIN","YNGPOP","TOT","PC_POP","A","1986",19.348,
"FIN","YNGPOP","TOT","PC_POP","A","1987",19.308,
"FIN","YNGPOP","TOT","PC_POP","A","1988",19.336,
"FIN","YNGPOP","TOT","PC_POP","A","1989",19.36,
"FIN","YNGPOP","TOT","PC_POP","A","1990",19.317,
"FIN","YNGPOP","TOT","PC_POP","A","1991",19.245,
"FIN","YNGPOP","TOT","PC_POP","A","1992",19.178,
"FIN","YNGPOP","TOT","PC_POP","A","1993",19.136,
"FIN","YNGPOP","TOT","PC_POP","A","1994",19.092,
"FIN","YNGPOP","TOT","PC_POP","A","1995",19.03,
"FIN","YNGPOP","TOT","PC_POP","A","1996",18.932,
"FIN","YNGPOP","TOT","PC_POP","A","1997",18.774,
"FIN","YNGPOP","TOT","PC_POP","A","1998",18.555,
"FIN","YNGPOP","TOT","PC_POP","A","1999",18.335,
"FIN","YNGPOP","TOT","PC_POP","A","2000",18.154,
"FIN","YNGPOP","TOT","PC_POP","A","2001",18.002,
"FIN","YNGPOP","TOT","PC_POP","A","2002",17.869,
"FIN","YNGPOP","TOT","PC_POP","A","2003",17.716,
"FIN","YNGPOP","TOT","PC_POP","A","2004",17.546,
"FIN","YNGPOP","TOT","PC_POP","A","2005",17.36,
"FIN","YNGPOP","TOT","PC_POP","A","2006",17.167,
"FIN","YNGPOP","TOT","PC_POP","A","2007",16.977,
"FIN","YNGPOP","TOT","PC_POP","A","2008",16.804,
"FIN","YNGPOP","TOT","PC_POP","A","2009",16.665,
"FIN","YNGPOP","TOT","PC_POP","A","2010",16.557,
"FIN","YNGPOP","TOT","PC_POP","A","2011",16.486,
"FIN","YNGPOP","TOT","PC_POP","A","2012",16.442,
"FIN","YNGPOP","TOT","PC_POP","A","2013",16.422,
"FIN","YNGPOP","TOT","PC_POP","A","2014",16.402,
"FIN","YNGPOP","TOT","PC_POP","A","2015",16.358,
"FIN","YNGPOP","TOT","PC_POP","A","2016",16.288,
"FIN","YNGPOP","TOT","PC_POP","A","2017",16.199,
"FIN","YNGPOP","TOT","PC_POP","A","2018",16.07,
"FRA","YNGPOP","TOT","PC_POP","A","1970",24.826,
"FRA","YNGPOP","TOT","PC_POP","A","1971",24.701,
"FRA","YNGPOP","TOT","PC_POP","A","1972",24.585,
"FRA","YNGPOP","TOT","PC_POP","A","1973",24.435,
"FRA","YNGPOP","TOT","PC_POP","A","1974",24.204,
"FRA","YNGPOP","TOT","PC_POP","A","1975",23.932,
"FRA","YNGPOP","TOT","PC_POP","A","1976",23.634,
"FRA","YNGPOP","TOT","PC_POP","A","1977",23.32,
"FRA","YNGPOP","TOT","PC_POP","A","1978",23.002,
"FRA","YNGPOP","TOT","PC_POP","A","1979",22.663,
"FRA","YNGPOP","TOT","PC_POP","A","1980",22.376,
"FRA","YNGPOP","TOT","PC_POP","A","1981",22.139,
"FRA","YNGPOP","TOT","PC_POP","A","1982",21.934,
"FRA","YNGPOP","TOT","PC_POP","A","1983",21.727,
"FRA","YNGPOP","TOT","PC_POP","A","1984",21.485,
"FRA","YNGPOP","TOT","PC_POP","A","1985",21.235,
"FRA","YNGPOP","TOT","PC_POP","A","1986",20.966,
"FRA","YNGPOP","TOT","PC_POP","A","1987",20.676,
"FRA","YNGPOP","TOT","PC_POP","A","1988",20.406,
"FRA","YNGPOP","TOT","PC_POP","A","1989",20.206,
"FRA","YNGPOP","TOT","PC_POP","A","1990",20.091,
"FRA","YNGPOP","TOT","PC_POP","A","1991",20.244,
"FRA","YNGPOP","TOT","PC_POP","A","1992",20.173,
"FRA","YNGPOP","TOT","PC_POP","A","1993",20.057,
"FRA","YNGPOP","TOT","PC_POP","A","1994",19.912,
"FRA","YNGPOP","TOT","PC_POP","A","1995",19.73,
"FRA","YNGPOP","TOT","PC_POP","A","1996",19.532,
"FRA","YNGPOP","TOT","PC_POP","A","1997",19.345,
"FRA","YNGPOP","TOT","PC_POP","A","1998",19.209,
"FRA","YNGPOP","TOT","PC_POP","A","1999",19.133,
"FRA","YNGPOP","TOT","PC_POP","A","2000",19.08,
"FRA","YNGPOP","TOT","PC_POP","A","2001",19.014,
"FRA","YNGPOP","TOT","PC_POP","A","2002",18.923,
"FRA","YNGPOP","TOT","PC_POP","A","2003",18.819,
"FRA","YNGPOP","TOT","PC_POP","A","2004",18.705,
"FRA","YNGPOP","TOT","PC_POP","A","2005",18.594,
"FRA","YNGPOP","TOT","PC_POP","A","2006",18.53,
"FRA","YNGPOP","TOT","PC_POP","A","2007",18.505,
"FRA","YNGPOP","TOT","PC_POP","A","2008",18.512,
"FRA","YNGPOP","TOT","PC_POP","A","2009",18.552,
"FRA","YNGPOP","TOT","PC_POP","A","2010",18.572,
"FRA","YNGPOP","TOT","PC_POP","A","2011",18.579,
"FRA","YNGPOP","TOT","PC_POP","A","2012",18.585,
"FRA","YNGPOP","TOT","PC_POP","A","2013",18.565,
"FRA","YNGPOP","TOT","PC_POP","A","2014",18.604,
"FRA","YNGPOP","TOT","PC_POP","A","2015",18.505,
"FRA","YNGPOP","TOT","PC_POP","A","2016",18.351,
"FRA","YNGPOP","TOT","PC_POP","A","2017",18.19,
"FRA","YNGPOP","TOT","PC_POP","A","2018",18.025,
"DEU","YNGPOP","TOT","PC_POP","A","1970",23.202,
"DEU","YNGPOP","TOT","PC_POP","A","1971",23.058,
"DEU","YNGPOP","TOT","PC_POP","A","1972",22.808,
"DEU","YNGPOP","TOT","PC_POP","A","1973",22.429,
"DEU","YNGPOP","TOT","PC_POP","A","1974",21.994,
"DEU","YNGPOP","TOT","PC_POP","A","1975",21.516,
"DEU","YNGPOP","TOT","PC_POP","A","1976",20.955,
"DEU","YNGPOP","TOT","PC_POP","A","1977",20.349,
"DEU","YNGPOP","TOT","PC_POP","A","1978",19.721,
"DEU","YNGPOP","TOT","PC_POP","A","1979",19.081,
"DEU","YNGPOP","TOT","PC_POP","A","1980",18.484,
"DEU","YNGPOP","TOT","PC_POP","A","1981",17.933,
"DEU","YNGPOP","TOT","PC_POP","A","1982",17.398,
"DEU","YNGPOP","TOT","PC_POP","A","1983",16.876,
"DEU","YNGPOP","TOT","PC_POP","A","1984",16.383,
"DEU","YNGPOP","TOT","PC_POP","A","1985",16.007,
"DEU","YNGPOP","TOT","PC_POP","A","1986",15.775,
"DEU","YNGPOP","TOT","PC_POP","A","1987",15.642,
"DEU","YNGPOP","TOT","PC_POP","A","1988",15.685,
"DEU","YNGPOP","TOT","PC_POP","A","1989",15.874,
"DEU","YNGPOP","TOT","PC_POP","A","1990",16.097,
"DEU","YNGPOP","TOT","PC_POP","A","1991",16.269,
"DEU","YNGPOP","TOT","PC_POP","A","1992",16.336,
"DEU","YNGPOP","TOT","PC_POP","A","1993",16.357,
"DEU","YNGPOP","TOT","PC_POP","A","1994",16.333,
"DEU","YNGPOP","TOT","PC_POP","A","1995",16.242,
"DEU","YNGPOP","TOT","PC_POP","A","1996",16.13,
"DEU","YNGPOP","TOT","PC_POP","A","1997",16.021,
"DEU","YNGPOP","TOT","PC_POP","A","1998",15.892,
"DEU","YNGPOP","TOT","PC_POP","A","1999",15.759,
"DEU","YNGPOP","TOT","PC_POP","A","2000",15.615,
"DEU","YNGPOP","TOT","PC_POP","A","2001",15.42,
"DEU","YNGPOP","TOT","PC_POP","A","2002",15.174,
"DEU","YNGPOP","TOT","PC_POP","A","2003",14.889,
"DEU","YNGPOP","TOT","PC_POP","A","2004",14.595,
"DEU","YNGPOP","TOT","PC_POP","A","2005",14.293,
"DEU","YNGPOP","TOT","PC_POP","A","2006",14.016,
"DEU","YNGPOP","TOT","PC_POP","A","2007",13.811,
"DEU","YNGPOP","TOT","PC_POP","A","2008",13.653,
"DEU","YNGPOP","TOT","PC_POP","A","2009",13.529,
"DEU","YNGPOP","TOT","PC_POP","A","2010",13.429,
"DEU","YNGPOP","TOT","PC_POP","A","2011",13.489,
